2, 185164, 1761326
3, 29229, 774578
4, 3815, 381104
5, 528, 197357
6, 94, 78496
7, 12, 37333
8, 1, 15622
9, 0, 6608
10, 0, 3398
11, 0, 1641
12, 0, 560
13, 0, 222
14, 0, 95
15, 0, 40
16, 0, 0
